"gene","module","degree","betweenness","closeness"
"Dapma7bEVm002498","MEgreen",86,5.46268009773447e-05,1.97687134001684
"Dapma7bEVm009845","MEgreen",88,4.95797595826987e-05,1.74398501088015
"Dapma7bEVm015448","MEgreen",100,4.75015660672563e-05,1.75050762210082
"Dapma7bEVm026301","MEgreen",132,4.3048294248451e-05,1.79178631585844
"Dapma7bEVm003967","MEgreen",137,4.15638703088492e-05,1.8097146594243
"Dapma7bEVm011294","MEgreen",119,4.06732159450882e-05,1.76435942830926
"Dapma7bEVm000605","MEgreen",157,4.00794463692475e-05,1.82551065019119
"Dapma7bEVm003203","MEgreen",129,3.94856767934068e-05,1.78292767508824
"Dapma7bEVm023412","MEgreen",153,3.94856767934068e-05,1.8191108826769
"Dapma7bEVm018819","MEgreen",105,3.85950224296457e-05,1.74620390470113
"Dapma7bEVm002444","MEgreen",154,3.82981376417254e-05,1.81959638570377
"Dapma7bEVm010665","MEgreen",126,3.7110598490044e-05,1.75125199200156
"Dapma7bEVm000978","MEgreen",72,3.68137137021236e-05,1.64891605771557
"Dapma7bEVm009598","MEgreen",157,3.62199441262829e-05,1.83153868646681
"Dapma7bEVm009824","MEgreen",131,3.59230593383626e-05,1.77635526722553
"Dapma7bEVm011858","MEgreen",87,3.2954211459159e-05,1.7352311688981
"Dapma7bEVm018795","MEgreen",76,3.2954211459159e-05,1.69911090798219
"Dapma7bEVm011295","MEgreen",88,2.90947092161945e-05,1.67075859551504
"Dapma7bEVm009557","MEgreen",124,2.79071700645131e-05,1.77177334197386
"Dapma7bEVm006387","MEgreen",102,2.67196309128317e-05,1.70336206992785
"Dapma7bEVm002969","MEgreen",113,2.52352069732299e-05,1.71545613320471
"Dapma7bEVm005653","MEgreen",102,2.46414373973892e-05,1.75491450517841
"Dapma7bEVm005146","MEgreen",130,2.40476678215485e-05,1.78141206860491
"Dapma7bEVm001013","MEgreen",104,2.34538982457078e-05,2.01446177061619
"Dapma7bEVm028411","MEgreen",85,1.98912807906636e-05,1.68486816336709
"Dapma7bEVm009573","MEgreen",96,1.95943960027432e-05,1.72728830387314
"Dapma7bEVm002853","MEgreen",118,1.84068568510618e-05,1.74830204738317
"Dapma7bEVm009953","MEgreen",153,1.81099720631415e-05,1.81596830126413
"Dapma7bEVm003882","MEgreen",58,1.75162024873008e-05,1.61873477408158
"Dapma7bEVm015582","MEgreen",110,1.72193176993804e-05,2.01186382493424
"Dapma7bEVm029427","MEgreen",115,1.72193176993804e-05,1.74994409682527
"Dapma7bEVm023363","MEgreen",75,1.66255481235397e-05,1.67500112941077
"Dapma7bEVm003997","MEgreen",73,1.63286633356193e-05,1.50550281558662
"Dapma7bEVm000991","MEgreen",60,1.6031778547699e-05,1.68013422624291
"Dapma7bEVm007847","MEgreen",148,1.6031778547699e-05,1.77864038876984
"Dapma7bEVm009826","MEgreen",92,1.54380089718583e-05,1.74443888509662
"Dapma7bEVm000361","MEgreen",59,1.51411241839379e-05,1.91862062400614
"Dapma7bEVm006468","MEgreen",102,1.30629306684955e-05,1.71275101490822
"Dapma7bEVm008129","MEgreen",121,1.30629306684955e-05,1.74268403403609
"Dapma7bEVm009757","MEgreen",91,1.30629306684955e-05,1.72255725833818
"Dapma7bEVm001000","MEgreen",97,1.27660458805751e-05,2.00206301589018
"Dapma7bEVm009025","MEgreen",86,1.27660458805751e-05,1.70113495647875
"Dapma7bEVm015475","MEgreen",90,1.27660458805751e-05,1.70178604485975
"Dapma7bEVm006942","MEgreen",110,1.21722763047344e-05,1.70630715022838
"Dapma7bEVm010558","MEgreen",141,1.21722763047344e-05,1.73925476263362
"Dapma7bEVm011181","MEgreen",144,1.18753915168141e-05,1.73806513797613
"Dapma7bEVm000925","MEgreen",142,1.12816219409734e-05,1.79304238413385
"Dapma7bEVm002561","MEgreen",128,1.12816219409734e-05,1.73055223901635
"Dapma7bEVm023203","MEgreen",61,1.12816219409734e-05,1.91307915078475
"Dapma7bEVm000336","MEgreen",62,1.0984737153053e-05,1.67552364384155
"Dapma7bEVm006425","MEgreen",114,9.50031321345126e-06,1.73876798978674
"Dapma7bEVm001276","MEgreen",110,9.2034284255309e-06,2.00018318553833
"Dapma7bEVm000306","MEgreen",89,8.90654363761055e-06,1.72207564219887
"Dapma7bEVm015580","MEgreen",91,8.31277406176985e-06,1.71023528816046
"Dapma7bEVm010624","MEgreen",103,7.71900448592915e-06,1.72013389628455
"Dapma7bEVm011867","MEgreen",94,7.71900448592915e-06,1.71035578874176
"Dapma7bEVm004470","MEgreen",83,7.42211969800879e-06,1.7104790078249
"Dapma7bEVm007579","MEgreen",112,6.82835012216809e-06,1.73809308798294
"Dapma7bEVm009924","MEgreen",71,6.82835012216809e-06,1.49405552344303
"Dapma7bEVm027718","MEgreen",96,6.53146533424774e-06,1.71167953274738
"Dapma7bEVm000159","MEgreen",104,6.23458054632739e-06,1.73452995478942
"Dapma7bEVm002520","MEgreen",76,5.93769575840703e-06,1.68970321576622
"Dapma7bEVm019928","MEgreen",109,5.93769575840703e-06,1.74377865125877
"Dapma7bEVm003562","MEgreen",102,5.64081097048668e-06,1.70283408359838
"Dapma7bEVm009968","MEgreen",102,5.64081097048668e-06,1.70490622029801
"Dapma7bEVm010396","MEgreen",58,5.64081097048668e-06,1.44350739122815
"Dapma7bEVm004830","MEgreen",110,5.04704139464598e-06,1.72082700477793
"Dapma7bEVm005544","MEgreen",77,5.04704139464598e-06,1.68299574556514
"Dapma7bEVm003176","MEgreen",92,4.75015660672563e-06,1.70691809778084
"Dapma7bEVm004857","MEgreen",65,4.75015660672563e-06,1.91621016859103
"Dapma7bEVm010547","MEgreen",64,4.15638703088492e-06,1.49104926941746
"Dapma7bEVm010742","MEgreen",58,3.26573266712387e-06,1.65900278171986
"Dapma7bEVm015337","MEgreen",77,3.26573266712387e-06,1.64964086184319
"Dapma7bEVm018520","MEgreen",74,2.37507830336281e-06,1.67263238393645
"Dapma7bEVm000655","MEgreen",83,2.07819351544246e-06,1.69290326041201
"Dapma7bEVm004775","MEgreen",63,2.07819351544246e-06,1.4881087118245
"Dapma7bEVm006005","MEgreen",65,2.07819351544246e-06,1.66437389424919
"Dapma7bEVm006748","MEgreen",79,1.48442393960176e-06,1.68434704453122
"Dapma7bEVm003461","MEgreen",92,1.18753915168141e-06,1.70141664067667
"Dapma7bEVm007124","MEgreen",61,1.18753915168141e-06,1.65399879212281
"Dapma7bEVm010252","MEgreen",83,5.93769575840703e-07,1.68820495267803
"Dapma7bEVm028416","MEgreen",68,5.93769575840703e-07,1.65838097345282
"Dapma7bEVm000987","MEmidnightblue",260,0.00144506145878829,3.0907792868054
"Dapma7bEVm000774","MEmidnightblue",268,0.00116719702169256,3.14060186038681
"Dapma7bEVm010090","MEmidnightblue",272,0.00104906303945425,3.15856192860607
"Dapma7bEVm014957","MEmidnightblue",195,0.000936752563382625,2.71918069114246
"Dapma7bEVm023411","MEmidnightblue",205,0.000932592916120713,2.7633327716211
"Dapma7bEVm000366","MEmidnightblue",238,0.000853559618144381,2.95231773359091
"Dapma7bEVm004735","MEmidnightblue",232,0.000715459329048897,2.95600153993164
"Dapma7bEVm002401","MEmidnightblue",198,0.000656392337929744,2.7468405585139
"Dapma7bEVm002953","MEmidnightblue",196,0.000643913396144007,2.77052934651488
"Dapma7bEVm027580","MEmidnightblue",163,0.000609804288596327,2.60667212409236
"Dapma7bEVm003378","MEmidnightblue",247,0.000604812711882032,3.03282788166102
"Dapma7bEVm010434","MEmidnightblue",239,0.000591501840643913,2.97242339432068
"Dapma7bEVm009937","MEmidnightblue",216,0.000581518687215324,2.83140954938242
"Dapma7bEVm015105","MEmidnightblue",206,0.000562384309810528,2.82801191495811
"Dapma7bEVm002063","MEmidnightblue",207,0.000556560803643851,2.77892359237882
"Dapma7bEVm028368","MEmidnightblue",165,0.000554896944739086,2.61265353257867
"Dapma7bEVm003656","MEmidnightblue",166,0.000528275202262848,2.64141296749676
"Dapma7bEVm009696","MEmidnightblue",185,0.000519123978286641,2.66623896621847
"Dapma7bEVm006166","MEmidnightblue",239,0.000483351011834196,2.9815344861867
"Dapma7bEVm022901","MEmidnightblue",134,0.000475863646762754,2.45732151778736
"Dapma7bEVm001289","MEmidnightblue",207,0.000465048563881783,2.83912056856339
"Dapma7bEVm018423","MEmidnightblue",185,0.000443418398119839,2.6716139143795
"Dapma7bEVm015197","MEmidnightblue",128,0.000441754539215075,2.45772593649886
"Dapma7bEVm010009","MEmidnightblue",163,0.00043343524469125,2.54833953137878
"Dapma7bEVm002923","MEmidnightblue",183,0.000432603315238868,2.69956438850742
"Dapma7bEVm004023","MEmidnightblue",203,0.000415132796738837,2.8239892582063
"Dapma7bEVm010609","MEmidnightblue",109,0.000388511054262599,2.33362658320911
"Dapma7bEVm011193","MEmidnightblue",212,0.000380191759738774,2.85659969080528
"Dapma7bEVm025702","MEmidnightblue",104,0.000371040535762567,2.36962191141298
"Dapma7bEVm011778","MEmidnightblue",171,0.000345250722738712,2.61415957396103
"Dapma7bEVm010900","MEmidnightblue",121,0.000343586863833947,2.39431079255974
"Dapma7bEVm028979","MEmidnightblue",172,0.000330275992595828,2.60344570251575
"Dapma7bEVm008528","MEmidnightblue",169,0.000323620556976768,2.6057898488504
"Dapma7bEVm023892","MEmidnightblue",177,0.000318628980262474,2.62456418047903
"Dapma7bEVm010089","MEmidnightblue",149,0.000316965121357709,2.51306308797024
"Dapma7bEVm018443","MEmidnightblue",138,0.000313637403548179,2.4575221806631
"Dapma7bEVm010186","MEmidnightblue",211,0.000306150038476737,2.78794624335233
"Dapma7bEVm015116","MEmidnightblue",213,0.000255402341881408,2.80734896349481
"Dapma7bEVm014965","MEmidnightblue",194,0.000251242694619496,2.74468651267527
"Dapma7bEVm002066","MEmidnightblue",124,0.000248746906262349,2.37963775883188
"Dapma7bEVm001293","MEmidnightblue",232,0.000246251117905202,2.93292492154378
"Dapma7bEVm028342","MEmidnightblue",207,0.000245419188452819,2.78374377811388
"Dapma7bEVm010325","MEmidnightblue",137,0.000237099893928995,2.43281553470542
"Dapma7bEVm019618","MEmidnightblue",148,0.000233772176119465,2.49095062124352
"Dapma7bEVm001213","MEmidnightblue",132,0.000232940246667083,2.42076778667556
"Dapma7bEVm029338","MEmidnightblue",185,0.0002321083172147,2.67751610543243
"Dapma7bEVm010531","MEmidnightblue",158,0.000227116740500406,2.56656611554308
"Dapma7bEVm014950","MEmidnightblue",210,0.000210478151452757,2.78092634529013
"Dapma7bEVm001313","MEmidnightblue",189,0.000208814292547992,2.67641467410598
"Dapma7bEVm009697","MEmidnightblue",185,0.00019799920966702,2.6370879698138
"Dapma7bEVm005373","MEmidnightblue",115,0.00019467149185749,2.36349517013393
"Dapma7bEVm028923","MEmidnightblue",118,0.000193007632952726,2.35051706282715
"Dapma7bEVm029447","MEmidnightblue",107,0.000187184126786049,2.34071374455282
"Dapma7bEVm009952","MEmidnightblue",117,0.000178032902809842,2.33805742074682
"Dapma7bEVm005385","MEmidnightblue",112,0.000173041326095547,2.35901338239724
"Dapma7bEVm007180","MEmidnightblue",136,0.000173041326095547,2.42231294525681
"Dapma7bEVm015618","MEmidnightblue",123,0.000171377467190782,2.40192258778658
"Dapma7bEVm001185","MEmidnightblue",120,0.000165553961024105,2.35132900344303
"Dapma7bEVm015201","MEmidnightblue",118,0.000152243089785986,2.39510132913448
"Dapma7bEVm015662","MEmidnightblue",120,0.00013976414800025,2.38004269307286
"Dapma7bEVm029332","MEmidnightblue",126,0.000133940641833573,2.3938566629429
"Dapma7bEVm018514","MEmidnightblue",203,0.000131444853476425,2.73856911181409
"Dapma7bEVm010542","MEmidnightblue",160,0.00012978099457166,2.54674108568112
"Dapma7bEVm002249","MEmidnightblue",138,0.000128949065119278,2.43998550267077
"Dapma7bEVm011388","MEmidnightblue",113,0.000127285206214513,2.35600160565507
"Dapma7bEVm004955","MEmidnightblue",108,0.000125621347309748,2.28958207895803
"Dapma7bEVm006831","MEmidnightblue",125,0.000123957488404983,2.41097988473101
"Dapma7bEVm015455","MEmidnightblue",124,0.000123957488404983,2.39103834185643
"Dapma7bEVm004290","MEmidnightblue",115,0.000107318899357335,2.28956524141088
"Dapma7bEVm018406","MEmidnightblue",114,0.000107318899357335,2.37946389897717
"Dapma7bEVm002074","MEmidnightblue",140,0.000106486969904952,2.46391571524913
"Dapma7bEVm018562","MEmidnightblue",122,0.000104823111000187,2.38119033169942
"Dapma7bEVm004981","MEmidnightblue",110,9.81676753811277e-05,2.33159678319071
"Dapma7bEVm015352","MEmidnightblue",119,8.31929452382438e-05,2.37074379001467
"Dapma7bEVm024404","MEmidnightblue",122,6.90501445477424e-05,2.33570504979999
"Dapma7bEVm023885","MEmidnightblue",102,6.15627794763004e-05,2.29183881054528
"Dapma7bEVm001815","MEmidnightblue",102,5.98989205715355e-05,2.26750381189358
"Dapma7bEVm015342","MEmidnightblue",102,3.410910754768e-05,2.2771556048506
"Dapma7bEVm029448","MEdarkgreen",18,0.00851063829787234,3.35725349489859
"Dapma7bEVm029164","MEdarkgreen",15,0.007193515704154,2.94462720772017
"Dapma7bEVm002272","MEdarkgreen",8,0.0022289766970618,2.25600220602505
"Dapma7bEVm011575","MEdarkgreen",7,0.000506585612968592,2.32159044459289
"Dapma7bEVm004386","MEdarkgreen",3,0,1.95355619217839
"Dapma7bEVm005346","MEdarkgreen",6,0,2.28610632737
"Dapma7bEVm011009","MEdarkgreen",5,0,2.14566630203338
"Dapma7bEVm027761","MEdarkgreen",5,0,2.09912711632323
"Dapma7bEVm001252","MEyellow",601,0.00221089905321661,2.67955613088961
"Dapma7bEVm010185","MEyellow",620,0.00149199672378099,2.64636746370355
"Dapma7bEVm005210","MEyellow",574,0.00112911568153724,2.66961573677304
"Dapma7bEVm015270","MEyellow",582,0.00102141752722294,2.63867562274702
"Dapma7bEVm015046","MEyellow",605,0.000867073038555939,2.65469103380839
"Dapma7bEVm009493","MEyellow",592,0.000854725479462579,2.60508267598867
"Dapma7bEVm028698","MEyellow",552,0.000627667587245795,2.69670973516202
"Dapma7bEVm000254","MEyellow",603,0.000623551734214675,2.64654812569245
"Dapma7bEVm009906","MEyellow",585,0.000622865758709488,2.63327275828902
"Dapma7bEVm028895","MEyellow",602,0.000614634052647248,2.64083952445536
"Dapma7bEVm001287","MEyellow",609,0.000611890150626501,2.6310790756105
"Dapma7bEVm001511","MEyellow",603,0.000605030395574635,2.66095662810583
"Dapma7bEVm000243","MEyellow",559,0.000573475522336048,2.6449370096165
"Dapma7bEVm001863","MEyellow",580,0.000535746869550782,2.61699257781747
"Dapma7bEVm023201","MEyellow",589,0.000520655408436676,2.65086955787155
"Dapma7bEVm002036","MEyellow",555,0.000502134069796636,2.67405364445994
"Dapma7bEVm000855","MEyellow",571,0.000487042608682529,2.64725610933109
"Dapma7bEVm010374","MEyellow",594,0.000486356633177342,2.63521178508595
"Dapma7bEVm028877","MEyellow",587,0.000479496878125476,2.61749807583913
"Dapma7bEVm002450","MEyellow",584,0.000469207245547676,2.62744014335777
"Dapma7bEVm003795","MEyellow",566,0.000422560911194983,2.65832378935897
"Dapma7bEVm027579","MEyellow",562,0.000387576160430463,2.6442562544734
"Dapma7bEVm002352","MEyellow",579,0.000383460307399343,2.62392115509586
"Dapma7bEVm006424","MEyellow",564,0.000372484699316357,2.63757379306836
"Dapma7bEVm003111","MEyellow",558,0.000358079213707437,2.69179869996142
"Dapma7bEVm015023","MEyellow",595,0.00035327738517113,2.61351827733408
"Dapma7bEVm010856","MEyellow",583,0.000351905434160757,2.62265953932131
"Dapma7bEVm015029","MEyellow",570,0.00034092982607777,2.61324888360956
"Dapma7bEVm003427","MEyellow",563,0.000307317026323624,2.65378344507282
"Dapma7bEVm001468","MEyellow",597,0.000301143246776944,2.62828795553013
"Dapma7bEVm002746","MEyellow",571,0.000294969467230264,2.62321084139423
"Dapma7bEVm018513","MEyellow",603,0.000277134104095411,2.61414505435992
"Dapma7bEVm000535","MEyellow",602,0.000266844471517611,2.64475836538266
"Dapma7bEVm000556","MEyellow",564,0.000233917647268651,2.62706415463098
"Dapma7bEVm018719","MEyellow",555,0.000225685941206411,2.6419524307955
"Dapma7bEVm010275","MEyellow",569,0.000220198137164918,2.63622149917777
"Dapma7bEVm002227","MEyellow",620,0.000213338382113051,2.64088832939323
"Dapma7bEVm004763","MEyellow",560,0.000213338382113051,2.64848600565498
"Dapma7bEVm010648","MEyellow",579,0.000212652406607865,2.62383985144203
"Dapma7bEVm010312","MEyellow",557,0.000205792651555998,2.59213156745036
"Dapma7bEVm000566","MEyellow",586,0.000192759116957452,2.61686505444421
"Dapma7bEVm000432","MEyellow",578,0.000187271312915958,2.63342873796781
"Dapma7bEVm005157","MEyellow",562,0.000177667655843345,2.64566742360347
"Dapma7bEVm001266","MEyellow",596,0.000163948145739612,2.61280939790301
"Dapma7bEVm010425","MEyellow",603,0.000161204243718865,2.63132327323167
"Dapma7bEVm002491","MEyellow",576,0.000155716439677372,2.64440787053742
"Dapma7bEVm001537","MEyellow",570,0.000150914611141065,2.63627654673009
"Dapma7bEVm015011","MEyellow",558,0.000135823150026959,2.66081150239604
"Dapma7bEVm001752","MEyellow",570,0.000118673762397292,2.63076152922853
"Dapma7bEVm000850","MEyellow",572,0.000113871933860986,2.63538993652886
"Dapma7bEVm019181","MEyellow",568,0.000102210350272812,2.64018733881319
"Dapma7bEVm009982","MEyellow",602,9.94664482520658e-05,2.62379433431486
"Dapma7bEVm003715","MEyellow",575,9.53505952209459e-05,2.62196175732674
"Dapma7bEVm005585","MEyellow",604,8.36890116327726e-05,2.6311902660717
"Dapma7bEVm006432","MEyellow",612,8.0945109612026e-05,2.64390577020263
"Dapma7bEVm001662","MEyellow",584,8.02591341068393e-05,2.62246099547991
"Dapma7bEVm001244","MEyellow",574,7.8887183096466e-05,2.61869289085344
"Dapma7bEVm001634","MEyellow",553,7.8887183096466e-05,2.60715333308854
"Dapma7bEVm002889","MEyellow",585,7.54573055705327e-05,2.60718630916605
"Dapma7bEVm010310","MEyellow",555,7.40853545601594e-05,2.57803350124878
"Dapma7bEVm006006","MEyellow",574,6.31097464771728e-05,2.62128519441655
"Dapma7bEVm010147","MEyellow",567,6.31097464771728e-05,2.62002939004033
"Dapma7bEVm018472","MEyellow",600,5.96798689512395e-05,2.61938162295179
"Dapma7bEVm009665","MEyellow",583,5.76219424356795e-05,2.6132453072441
"Dapma7bEVm000066","MEyellow",570,5.41920649097462e-05,2.61485265689331
"Dapma7bEVm001288","MEyellow",566,4.93902363734396e-05,2.64453879394687
"Dapma7bEVm002342","MEyellow",608,4.87042608682529e-05,2.650756250653
"Dapma7bEVm000590","MEyellow",577,4.45884078371329e-05,2.61079824042585
"Dapma7bEVm015051","MEyellow",573,4.0472554806013e-05,2.61990295219194
"Dapma7bEVm002524","MEyellow",555,3.22408487437731e-05,2.60605721203682
"Dapma7bEVm007190","MEyellow",582,3.22408487437731e-05,2.60193274657511
"Dapma7bEVm004299","MEyellow",571,2.26371916711598e-05,2.6104850084048
"Dapma7bEVm000320","MEyellow",615,2.19512161659731e-05,2.66215796200221
"Dapma7bEVm010172","MEyellow",576,2.05792651555998e-05,2.60638751554425
"Dapma7bEVm015017","MEyellow",600,1.85213386400398e-05,2.61456523946973
"Dapma7bEVm000539","MEyellow",563,1.64634121244799e-05,2.62473013449821
"Dapma7bEVm027409","MEyellow",554,1.50914611141065e-05,2.58497431700283
"Dapma7bEVm002029","MEyellow",587,1.09756080829866e-05,2.59422474922465
"Dapma7bEVm015067","MEyellow",572,8.91768156742659e-06,2.6372933800115
"Dapma7bEVm001460","MEyellow",607,7.54573055705327e-06,2.60962563124553
"Dapma7bEVm000952","MEyellow",574,6.17377954667995e-06,2.60343756524565
"Dapma7bEVm009996","MEyellow",611,5.48780404149329e-06,2.63108347622064
"Dapma7bEVm000253","MEyellow",606,2.74390202074664e-06,2.62592703224076
"Dapma7bEVm028424","MEyellow",590,2.74390202074664e-06,2.60906558344208
"Dapma7bEVm002938","MEyellow",592,1.37195101037332e-06,2.60529028192817
"Dapma7bEVm000463","MEyellow",572,6.85975505186661e-07,2.6257358067333
"Dapma7bEVm001221","MEgreenyellow",155,0.0068725653867557,2.89598957606741
"Dapma7bEVm015235","MEgreenyellow",121,0.0065386755703951,2.62704391440661
"Dapma7bEVm007126","MEgreenyellow",151,0.00613244296048971,2.86420332754135
"Dapma7bEVm011166","MEgreenyellow",124,0.00466332776850306,2.63496382434142
"Dapma7bEVm015132","MEgreenyellow",138,0.00464106844741235,2.77639261546283
"Dapma7bEVm005063","MEgreenyellow",127,0.00434056761268781,2.6713865150171
"Dapma7bEVm002284","MEgreenyellow",123,0.00384529771841959,2.67888320196641
"Dapma7bEVm002563","MEgreenyellow",94,0.00361157484696717,2.45301776848679
"Dapma7bEVm004512","MEgreenyellow",111,0.00355036171396772,2.5436850161614
"Dapma7bEVm003455","MEgreenyellow",100,0.00345575959933222,2.46823585973625
"Dapma7bEVm009815","MEgreenyellow",118,0.0027434613244296,2.63743162980424
"Dapma7bEVm009491","MEgreenyellow",114,0.00261547022815804,2.56461701841503
"Dapma7bEVm002903","MEgreenyellow",87,0.00260990539788536,2.41746476767921
"Dapma7bEVm015395","MEgreenyellow",138,0.00244296048970506,2.74642340163102
"Dapma7bEVm007096","MEgreenyellow",87,0.00240400667779633,2.36482639221978
"Dapma7bEVm010524","MEgreenyellow",98,0.0020756816917084,2.38028879957008
"Dapma7bEVm000886","MEgreenyellow",74,0.0020534223706177,2.22426018420825
"Dapma7bEVm001344","MEgreenyellow",79,0.00204229271007234,2.23842479115366
"Dapma7bEVm011489","MEgreenyellow",120,0.00193656093489149,2.63505004955856
"Dapma7bEVm018675","MEgreenyellow",99,0.00153032832498609,2.3353115806343
"Dapma7bEVm009997","MEgreenyellow",95,0.00151363383416806,2.4412830890964
"Dapma7bEVm006273","MEgreenyellow",123,0.00143016138007791,2.62136712950904
"Dapma7bEVm015333","MEgreenyellow",94,0.00143016138007791,2.44810747338549
"Dapma7bEVm010337","MEgreenyellow",95,0.00125208681135225,2.47621575429186
"Dapma7bEVm022733","MEgreenyellow",84,0.00122982749026155,2.41915637816753
"Dapma7bEVm009471","MEgreenyellow",104,0.00121313299944352,2.53270298286777
"Dapma7bEVm007125","MEgreenyellow",125,0.00119643850862549,2.6612330323178
"Dapma7bEVm027594","MEgreenyellow",88,0.00105731775180857,2.43915304803077
"Dapma7bEVm010790","MEgreenyellow",81,0.000779076238174736,2.37318436379917
"Dapma7bEVm009494","MEgreenyellow",76,0.000539788536449638,2.29911580631224
"Dapma7bEVm010322","MEgreenyellow",74,0.000267111853088481,2.28707957531748
